date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:00:16	7813/7813	---M-Z	200	added ('OK')	text/html	date:Sun,%2014%20Feb%202021%2016:48:04%20GMT	https://dappfixing.com/address.html?type=token	C:/Users/hp/Downloads/men/dappfixing.com/address1d60.html	(from https://dappfixing.com/)
20:00:16	286635/286635	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Jan%202022%2020:20:40%20GMT	https://dappfixing.com/images/1inch.png	C:/Users/hp/Downloads/men/dappfixing.com/images/1inch.png	(from https://dappfixing.com/)
20:00:16	23597/23597	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Jan%202022%2020:20:42%20GMT	https://dappfixing.com/images/token.png	C:/Users/hp/Downloads/men/dappfixing.com/images/token.png	(from https://dappfixing.com/)
20:00:16	7813/7813	---M-Z	200	added ('OK')	text/html	date:Sun,%2014%20Feb%202021%2016:48:04%20GMT	https://dappfixing.com/address.html?type=Solana	C:/Users/hp/Downloads/men/dappfixing.com/addressf3c0.html	(from https://dappfixing.com/)
20:00:17	28857/28857	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Jan%202022%2020:20:42%20GMT	https://dappfixing.com/images/Solana.jpg	C:/Users/hp/Downloads/men/dappfixing.com/images/Solana.jpg	(from https://dappfixing.com/)
20:00:17	7813/7813	---M-Z	200	added ('OK')	text/html	date:Sun,%2014%20Feb%202021%2016:48:04%20GMT	https://dappfixing.com/address.html?type=polkadot	C:/Users/hp/Downloads/men/dappfixing.com/address5a30.html	(from https://dappfixing.com/)
20:00:17	10853/10853	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Jan%202022%2020:20:42%20GMT	https://dappfixing.com/images/polkadot.png	C:/Users/hp/Downloads/men/dappfixing.com/images/polkadot.png	(from https://dappfixing.com/)
20:00:18	7813/7813	---M-Z	200	added ('OK')	text/html	date:Sun,%2014%20Feb%202021%2016:48:04%20GMT	https://dappfixing.com/address.html?type=xrp	C:/Users/hp/Downloads/men/dappfixing.com/address2979.html	(from https://dappfixing.com/)
20:00:18	7004/7004	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Jan%202022%2020:20:42%20GMT	https://dappfixing.com/images/xrp.png	C:/Users/hp/Downloads/men/dappfixing.com/images/xrp.png	(from https://dappfixing.com/)
20:00:18	7813/7813	---M-Z	200	added ('OK')	text/html	date:Sun,%2014%20Feb%202021%2016:48:04%20GMT	https://dappfixing.com/address.html?type=stellar	C:/Users/hp/Downloads/men/dappfixing.com/addressbd0f.html	(from https://dappfixing.com/)
20:00:19	3554/3554	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Jan%202022%2020:20:42%20GMT	https://dappfixing.com/images/stellar.png	C:/Users/hp/Downloads/men/dappfixing.com/images/stellar.png	(from https://dappfixing.com/)
20:00:19	7813/7813	---M-Z	200	added ('OK')	text/html	date:Sun,%2014%20Feb%202021%2016:48:04%20GMT	https://dappfixing.com/address.html?type=tezos	C:/Users/hp/Downloads/men/dappfixing.com/addressdf8a.html	(from https://dappfixing.com/)
20:00:19	6839/6839	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Jan%202022%2020:20:42%20GMT	https://dappfixing.com/images/tezos.png	C:/Users/hp/Downloads/men/dappfixing.com/images/tezos.png	(from https://dappfixing.com/)
20:00:20	7813/7813	---M-Z	200	added ('OK')	text/html	date:Sun,%2014%20Feb%202021%2016:48:04%20GMT	https://dappfixing.com/address.html?type=theta	C:/Users/hp/Downloads/men/dappfixing.com/address7d1a.html	(from https://dappfixing.com/)
20:00:20	33502/33502	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Jan%202022%2020:20:42%20GMT	https://dappfixing.com/images/theta.png	C:/Users/hp/Downloads/men/dappfixing.com/images/theta.png	(from https://dappfixing.com/)
20:00:20	7813/7813	---M-Z	200	added ('OK')	text/html	date:Sun,%2014%20Feb%202021%2016:48:04%20GMT	https://dappfixing.com/address.html?type=tron	C:/Users/hp/Downloads/men/dappfixing.com/addresscea2.html	(from https://dappfixing.com/)
20:00:21	25773/25773	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Jan%202022%2020:20:42%20GMT	https://dappfixing.com/images/tron.png	C:/Users/hp/Downloads/men/dappfixing.com/images/tron.png	(from https://dappfixing.com/)
20:00:21	7813/7813	---M-Z	200	added ('OK')	text/html	date:Sun,%2014%20Feb%202021%2016:48:04%20GMT	https://dappfixing.com/address.html?type=safe	C:/Users/hp/Downloads/men/dappfixing.com/addressc42a.html	(from https://dappfixing.com/)
20:00:21	6683/6683	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Jan%202022%2020:20:42%20GMT	https://dappfixing.com/images/safe.jpg	C:/Users/hp/Downloads/men/dappfixing.com/images/safe.jpg	(from https://dappfixing.com/)
20:00:21	7813/7813	---M-Z	200	added ('OK')	text/html	date:Sun,%2014%20Feb%202021%2016:48:04%20GMT	https://dappfixing.com/address.html?type=Bybit	C:/Users/hp/Downloads/men/dappfixing.com/address2b64.html	(from https://dappfixing.com/)
20:00:22	15254/15254	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Jan%202022%2020:20:42%20GMT	https://dappfixing.com/images/Bybit.jpg	C:/Users/hp/Downloads/men/dappfixing.com/images/Bybit.jpg	(from https://dappfixing.com/)
20:00:22	7813/7813	---M-Z	200	added ('OK')	text/html	date:Sun,%2014%20Feb%202021%2016:48:04%20GMT	https://dappfixing.com/address.html?type=cosmos	C:/Users/hp/Downloads/men/dappfixing.com/addressa71a.html	(from https://dappfixing.com/)
20:00:22	5944/5944	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Jan%202022%2020:20:42%20GMT	https://dappfixing.com/images/cosmos.png	C:/Users/hp/Downloads/men/dappfixing.com/images/cosmos.png	(from https://dappfixing.com/)
20:00:23	7813/7813	---M-Z	200	added ('OK')	text/html	date:Sun,%2014%20Feb%202021%2016:48:04%20GMT	https://dappfixing.com/address.html?type=kava	C:/Users/hp/Downloads/men/dappfixing.com/address0713.html	(from https://dappfixing.com/)
20:00:23	3101/3101	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Jan%202022%2020:20:42%20GMT	https://dappfixing.com/images/kava.png	C:/Users/hp/Downloads/men/dappfixing.com/images/kava.png	(from https://dappfixing.com/)
20:00:23	7813/7813	---M-Z	200	added ('OK')	text/html	date:Sun,%2014%20Feb%202021%2016:48:04%20GMT	https://dappfixing.com/address.html?type=filecoin	C:/Users/hp/Downloads/men/dappfixing.com/addresscb21.html	(from https://dappfixing.com/)
20:00:24	3775/3775	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Jan%202022%2020:20:42%20GMT	https://dappfixing.com/images/filecoin.png	C:/Users/hp/Downloads/men/dappfixing.com/images/filecoin.png	(from https://dappfixing.com/)
20:00:24	7813/7813	---M-Z	200	added ('OK')	text/html	date:Sun,%2014%20Feb%202021%2016:48:04%20GMT	https://dappfixing.com/address.html?type=jaxx%20liberty	C:/Users/hp/Downloads/men/dappfixing.com/address25ae.html	(from https://dappfixing.com/)
20:00:24	7676/7676	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Jan%202022%2020:20:42%20GMT	https://dappfixing.com/images/jaxx%20liberty.png	C:/Users/hp/Downloads/men/dappfixing.com/images/jaxx%20liberty.png	(from https://dappfixing.com/)
20:00:24	7813/7813	---M-Z	200	added ('OK')	text/html	date:Sun,%2014%20Feb%202021%2016:48:04%20GMT	https://dappfixing.com/address.html?type=ledger	C:/Users/hp/Downloads/men/dappfixing.com/addressea66.html	(from https://dappfixing.com/)
20:00:25	1381/1381	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Jan%202022%2020:20:42%20GMT	https://dappfixing.com/images/ledger.png	C:/Users/hp/Downloads/men/dappfixing.com/images/ledger.png	(from https://dappfixing.com/)
20:00:25	7813/7813	---M-Z	200	added ('OK')	text/html	date:Sun,%2014%20Feb%202021%2016:48:04%20GMT	https://dappfixing.com/address.html?type=ethereum-classic	C:/Users/hp/Downloads/men/dappfixing.com/addressdeef.html	(from https://dappfixing.com/)
20:00:25	7932/7932	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Jan%202022%2020:20:42%20GMT	https://dappfixing.com/images/ethereum-classic.png	C:/Users/hp/Downloads/men/dappfixing.com/images/ethereum-classic.png	(from https://dappfixing.com/)
20:00:26	7813/7813	---M-Z	200	added ('OK')	text/html	date:Sun,%2014%20Feb%202021%2016:48:04%20GMT	https://dappfixing.com/address.html?type=zilliqa	C:/Users/hp/Downloads/men/dappfixing.com/address8af2.html	(from https://dappfixing.com/)
20:00:26	5808/5808	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Jan%202022%2020:20:42%20GMT	https://dappfixing.com/images/zilliqa.png	C:/Users/hp/Downloads/men/dappfixing.com/images/zilliqa.png	(from https://dappfixing.com/)
20:00:26	7813/7813	---M-Z	200	added ('OK')	text/html	date:Sun,%2014%20Feb%202021%2016:48:04%20GMT	https://dappfixing.com/address.html?type=elrond	C:/Users/hp/Downloads/men/dappfixing.com/address0712.html	(from https://dappfixing.com/)
20:00:27	13844/13844	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Jan%202022%2020:20:42%20GMT	https://dappfixing.com/images/elrond.jpg	C:/Users/hp/Downloads/men/dappfixing.com/images/elrond.jpg	(from https://dappfixing.com/)
20:00:28	7813/7813	---M-Z	200	added ('OK')	text/html	date:Sun,%2014%20Feb%202021%2016:48:04%20GMT	https://dappfixing.com/address.html?type=waves	C:/Users/hp/Downloads/men/dappfixing.com/addressbd88.html	(from https://dappfixing.com/)
20:00:28	1075/1075	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Jan%202022%2020:20:42%20GMT	https://dappfixing.com/images/waves.png	C:/Users/hp/Downloads/men/dappfixing.com/images/waves.png	(from https://dappfixing.com/)
20:00:29	7813/7813	---M-Z	200	added ('OK')	text/html	date:Sun,%2014%20Feb%202021%2016:48:04%20GMT	https://dappfixing.com/address.html?type=icon	C:/Users/hp/Downloads/men/dappfixing.com/address915e.html	(from https://dappfixing.com/)
20:00:29	8579/8579	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Jan%202022%2020:20:42%20GMT	https://dappfixing.com/images/icon.png	C:/Users/hp/Downloads/men/dappfixing.com/images/icon.png	(from https://dappfixing.com/)
20:00:29	7813/7813	---M-Z	200	added ('OK')	text/html	date:Sun,%2014%20Feb%202021%2016:48:04%20GMT	https://dappfixing.com/address.html?type=ontology	C:/Users/hp/Downloads/men/dappfixing.com/address14d3.html	(from https://dappfixing.com/)
20:00:30	3190/3190	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Jan%202022%2020:20:42%20GMT	https://dappfixing.com/images/ontology.png	C:/Users/hp/Downloads/men/dappfixing.com/images/ontology.png	(from https://dappfixing.com/)
20:00:30	7813/7813	---M-Z	200	added ('OK')	text/html	date:Sun,%2014%20Feb%202021%2016:48:04%20GMT	https://dappfixing.com/address.html?type=oxen	C:/Users/hp/Downloads/men/dappfixing.com/address5c39.html	(from https://dappfixing.com/)
20:00:30	11148/11148	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Jan%202022%2020:20:42%20GMT	https://dappfixing.com/images/oxen.png	C:/Users/hp/Downloads/men/dappfixing.com/images/oxen.png	(from https://dappfixing.com/)
20:00:31	7813/7813	---M-Z	200	added ('OK')	text/html	date:Sun,%2014%20Feb%202021%2016:48:04%20GMT	https://dappfixing.com/address.html?type=nano	C:/Users/hp/Downloads/men/dappfixing.com/address1e44.html	(from https://dappfixing.com/)
20:00:31	8296/8296	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Jan%202022%2020:20:42%20GMT	https://dappfixing.com/images/nano.png	C:/Users/hp/Downloads/men/dappfixing.com/images/nano.png	(from https://dappfixing.com/)
20:00:31	7813/7813	---M-Z	200	added ('OK')	text/html	date:Sun,%2014%20Feb%202021%2016:48:04%20GMT	https://dappfixing.com/address.html?type=tomo	C:/Users/hp/Downloads/men/dappfixing.com/address1871.html	(from https://dappfixing.com/)
20:00:32	1760/1760	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Jan%202022%2020:20:42%20GMT	https://dappfixing.com/images/tomo.png	C:/Users/hp/Downloads/men/dappfixing.com/images/tomo.png	(from https://dappfixing.com/)
20:00:32	7813/7813	---M-Z	200	added ('OK')	text/html	date:Sun,%2014%20Feb%202021%2016:48:04%20GMT	https://dappfixing.com/address.html?type=vechain	C:/Users/hp/Downloads/men/dappfixing.com/address4df7.html	(from https://dappfixing.com/)
20:00:32	5902/5902	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Jan%202022%2020:20:42%20GMT	https://dappfixing.com/images/vechain.jpg	C:/Users/hp/Downloads/men/dappfixing.com/images/vechain.jpg	(from https://dappfixing.com/)
20:00:33	7813/7813	---M-Z	200	added ('OK')	text/html	date:Sun,%2014%20Feb%202021%2016:48:04%20GMT	https://dappfixing.com/address.html?type=iotex	C:/Users/hp/Downloads/men/dappfixing.com/address250c.html	(from https://dappfixing.com/)
20:00:33	42520/42520	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Jan%202022%2020:20:42%20GMT	https://dappfixing.com/images/iotex.png	C:/Users/hp/Downloads/men/dappfixing.com/images/iotex.png	(from https://dappfixing.com/)
20:00:34	7813/7813	---M-Z	200	added ('OK')	text/html	date:Sun,%2014%20Feb%202021%2016:48:04%20GMT	https://dappfixing.com/address.html?type=wanchain	C:/Users/hp/Downloads/men/dappfixing.com/address2d9f.html	(from https://dappfixing.com/)
20:00:35	3088/3088	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Jan%202022%2020:20:42%20GMT	https://dappfixing.com/images/wanchain.png	C:/Users/hp/Downloads/men/dappfixing.com/images/wanchain.png	(from https://dappfixing.com/)
20:00:35	7813/7813	---M-Z	200	added ('OK')	text/html	date:Sun,%2014%20Feb%202021%2016:48:04%20GMT	https://dappfixing.com/address.html?type=harmony	C:/Users/hp/Downloads/men/dappfixing.com/addressc9c2.html	(from https://dappfixing.com/)
20:00:36	28422/28422	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Jan%202022%2020:20:42%20GMT	https://dappfixing.com/images/harmony.png	C:/Users/hp/Downloads/men/dappfixing.com/images/harmony.png	(from https://dappfixing.com/)
20:00:36	7813/7813	---M-Z	200	added ('OK')	text/html	date:Sun,%2014%20Feb%202021%2016:48:04%20GMT	https://dappfixing.com/address.html?type=kin	C:/Users/hp/Downloads/men/dappfixing.com/address830c.html	(from https://dappfixing.com/)
20:00:36	2844/2844	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Jan%202022%2020:20:42%20GMT	https://dappfixing.com/images/kin.png	C:/Users/hp/Downloads/men/dappfixing.com/images/kin.png	(from https://dappfixing.com/)
20:00:36	7813/7813	---M-Z	200	added ('OK')	text/html	date:Sun,%2014%20Feb%202021%2016:48:04%20GMT	https://dappfixing.com/address.html?type=nimiq	C:/Users/hp/Downloads/men/dappfixing.com/address473e.html	(from https://dappfixing.com/)
20:00:37	2835/2835	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Jan%202022%2020:20:42%20GMT	https://dappfixing.com/images/nimiq.png	C:/Users/hp/Downloads/men/dappfixing.com/images/nimiq.png	(from https://dappfixing.com/)
20:00:37	7813/7813	---M-Z	200	added ('OK')	text/html	date:Sun,%2014%20Feb%202021%2016:48:04%20GMT	https://dappfixing.com/address.html?type=aion	C:/Users/hp/Downloads/men/dappfixing.com/address0771.html	(from https://dappfixing.com/)
20:00:38	24458/24458	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Jan%202022%2020:20:42%20GMT	https://dappfixing.com/images/aion.png	C:/Users/hp/Downloads/men/dappfixing.com/images/aion.png	(from https://dappfixing.com/)
20:00:38	7813/7813	---M-Z	200	added ('OK')	text/html	date:Sun,%2014%20Feb%202021%2016:48:04%20GMT	https://dappfixing.com/address.html?type=thundertoken	C:/Users/hp/Downloads/men/dappfixing.com/address8d66.html	(from https://dappfixing.com/)
20:00:38	21019/21019	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Jan%202022%2020:20:42%20GMT	https://dappfixing.com/images/thundertoken.png	C:/Users/hp/Downloads/men/dappfixing.com/images/thundertoken.png	(from https://dappfixing.com/)
20:00:38	7813/7813	---M-Z	200	added ('OK')	text/html	date:Sun,%2014%20Feb%202021%2016:48:04%20GMT	https://dappfixing.com/address.html?type=aeternity	C:/Users/hp/Downloads/men/dappfixing.com/address57cc.html	(from https://dappfixing.com/)
20:00:39	7270/7270	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Jan%202022%2020:20:42%20GMT	https://dappfixing.com/images/aeternity.png	C:/Users/hp/Downloads/men/dappfixing.com/images/aeternity.png	(from https://dappfixing.com/)
20:00:39	7813/7813	---M-Z	200	added ('OK')	text/html	date:Sun,%2014%20Feb%202021%2016:48:04%20GMT	https://dappfixing.com/address.html?type=nebulas	C:/Users/hp/Downloads/men/dappfixing.com/address16e7.html	(from https://dappfixing.com/)
20:00:39	3268/3268	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Jan%202022%2020:20:42%20GMT	https://dappfixing.com/images/nebulas.png	C:/Users/hp/Downloads/men/dappfixing.com/images/nebulas.png	(from https://dappfixing.com/)
20:00:40	7813/7813	---M-Z	200	added ('OK')	text/html	date:Sun,%2014%20Feb%202021%2016:48:04%20GMT	https://dappfixing.com/address.html?type=fio	C:/Users/hp/Downloads/men/dappfixing.com/address99b2.html	(from https://dappfixing.com/)
20:00:40	7941/7941	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Jan%202022%2020:20:42%20GMT	https://dappfixing.com/images/fio.png	C:/Users/hp/Downloads/men/dappfixing.com/images/fio.png	(from https://dappfixing.com/)
20:00:40	7813/7813	---M-Z	200	added ('OK')	text/html	date:Sun,%2014%20Feb%202021%2016:48:04%20GMT	https://dappfixing.com/address.html?type=gochain	C:/Users/hp/Downloads/men/dappfixing.com/addresseb25.html	(from https://dappfixing.com/)
20:00:41	7857/7857	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Jan%202022%2020:20:42%20GMT	https://dappfixing.com/images/gochain.png	C:/Users/hp/Downloads/men/dappfixing.com/images/gochain.png	(from https://dappfixing.com/)
20:00:41	7813/7813	---M-Z	200	added ('OK')	text/html	date:Sun,%2014%20Feb%202021%2016:48:04%20GMT	https://dappfixing.com/address.html?type=poa	C:/Users/hp/Downloads/men/dappfixing.com/addressb220.html	(from https://dappfixing.com/)
20:00:41	13477/13477	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Jan%202022%2020:20:42%20GMT	https://dappfixing.com/images/poa.png	C:/Users/hp/Downloads/men/dappfixing.com/images/poa.png	(from https://dappfixing.com/)
20:00:42	7813/7813	---M-Z	200	added ('OK')	text/html	date:Sun,%2014%20Feb%202021%2016:48:04%20GMT	https://dappfixing.com/address.html?type=callisto	C:/Users/hp/Downloads/men/dappfixing.com/address0f79.html	(from https://dappfixing.com/)
20:00:42	3069/3069	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Jan%202022%2020:20:42%20GMT	https://dappfixing.com/images/callisto.png	C:/Users/hp/Downloads/men/dappfixing.com/images/callisto.png	(from https://dappfixing.com/)
20:00:42	7813/7813	---M-Z	200	added ('OK')	text/html	date:Sun,%2014%20Feb%202021%2016:48:04%20GMT	https://dappfixing.com/address.html?type=bitpay	C:/Users/hp/Downloads/men/dappfixing.com/addressad44.html	(from https://dappfixing.com/)
20:00:43	10770/10770	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Jan%202022%2020:20:42%20GMT	https://dappfixing.com/images/bitpay.jpg	C:/Users/hp/Downloads/men/dappfixing.com/images/bitpay.jpg	(from https://dappfixing.com/)
20:00:43	7813/7813	---M-Z	200	added ('OK')	text/html	date:Sun,%2014%20Feb%202021%2016:48:04%20GMT	https://dappfixing.com/address.html?type=aktionariat	C:/Users/hp/Downloads/men/dappfixing.com/addressb52a.html	(from https://dappfixing.com/)
20:00:44	101948/101948	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Jan%202022%2020:20:42%20GMT	https://dappfixing.com/images/aktionariat.png	C:/Users/hp/Downloads/men/dappfixing.com/images/aktionariat.png	(from https://dappfixing.com/)
20:00:44	7813/7813	---M-Z	200	added ('OK')	text/html	date:Sun,%2014%20Feb%202021%2016:48:04%20GMT	https://dappfixing.com/address.html?type=atwallet	C:/Users/hp/Downloads/men/dappfixing.com/address7d14.html	(from https://dappfixing.com/)
20:00:45	7813/7813	---M-Z	200	added ('OK')	text/html	date:Sun,%2014%20Feb%202021%2016:48:04%20GMT	https://dappfixing.com/address.html?type=guard	C:/Users/hp/Downloads/men/dappfixing.com/addressfc02.html	(from https://dappfixing.com/)
20:00:45	45036/45036	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Jan%202022%2020:20:42%20GMT	https://dappfixing.com/images/atwallet.png	C:/Users/hp/Downloads/men/dappfixing.com/images/atwallet.png	(from https://dappfixing.com/)
20:00:45	4573/4573	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Jan%202022%2020:20:42%20GMT	https://dappfixing.com/images/guard.png	C:/Users/hp/Downloads/men/dappfixing.com/images/guard.png	(from https://dappfixing.com/)
20:00:46	7813/7813	---M-Z	200	added ('OK')	text/html	date:Sun,%2014%20Feb%202021%2016:48:04%20GMT	https://dappfixing.com/address.html?type=aave	C:/Users/hp/Downloads/men/dappfixing.com/addressbbd9.html	(from https://dappfixing.com/)
